Date,State,Bioenergy,Clean_emission,Coal,Fossil_emission,Gas,Gas and Other Fossil,Hydro,"Hydro, Bioenergy and Other Renewables",Nuclear,Other Fossil,Other Renewables,Renewables,Solar,Total emissions,Wind,Wind and Solar,Bioenergy_Percent,Clean_Percent,Coal_Percent,Fossil_Percent,Gas_Percent,Gas and Other Fossil_Percent,Hydro_Percent,"Hydro, Bioenergy and Other Renewables_Percent",Nuclear_Percent,Other Fossil_Percent,Other Renewables_Percent,Renewables_Percent,Solar_Percent,Wind_Percent,Wind and Solar_Percent
01 October 2020,Maharashtra,22.16,48.85,7617.5,7878.44,260.94,260.94,9.62,31.78,4.87,0,0,43.98,9.34,7927.29,2.86,12.2,22.16,48.85,7617.5,7878.44,260.94,260.94,9.62,31.78,4.87,0,0,43.98,9.34,2.86,12.2
01 October 2020,Manipur,0,1.86,0,0,0,0,1.84,1.84,0,0,0,1.86,0.02,1.86,0,0.02,0,1.86,0,0,0,0,1.84,1.84,0,0,0,1.86,0.02,0,0.02
01 October 2020,Meghalaya,0,3.76,0,0,0,0,3.76,3.76,0,0,0,3.76,0,3.76,0,0,0,3.76,0,0,0,0,3.76,3.76,0,0,0,3.76,0,0,0
01 October 2020,Mizoram,0,0.7,0,0,0,0,0.7,0.7,0,0,0,0.7,0,0.7,0,0,0,0.7,0,0,0,0,0.7,0.7,0,0,0,0.7,0,0,0
01 October 2020,Nagaland,0,0.9,0,0,0,0,0.9,0.9,0,0,0,0.9,0,0.9,0,0,0,0.9,0,0,0,0,0.9,0.9,0,0,0,0.9,0,0,0
01 October 2020,Odisha,0,21.37,3997.32,3997.32,0,0,19.53,19.53,0,0,0,21.37,1.84,4018.69,0,1.84,0,21.37,3997.32,3997.32,0,0,19.53,19.53,0,0,0,21.37,1.84,0,1.84
01 October 2020,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 October 2020,Puducherry,0,0.02,0,10.63,10.63,10.63,0,0,0,0,0,0.02,0.02,10.65,0,0.02,0,0.02,0,10.63,10.63,10.63,0,0,0,0,0,0.02,0.02,0,0.02
01 October 2020,Punjab,13.53,30.44,806.03,806.03,0,0,11.05,24.58,0,0,0,30.44,5.86,836.47,0,5.86,13.53,30.44,806.03,806.03,0,0,11.05,24.58,0,0,0,30.44,5.86,0,5.86
01 October 2020,Rajasthan,7.54,61.36,3374.91,3389.64,14.73,14.73,0.82,8.36,7.54,0,0,53.82,42.55,3451,2.91,45.46,7.54,61.36,3374.91,3389.64,14.73,14.73,0.82,8.36,7.54,0,0,53.82,42.55,2.91,45.46
01 October 2020,Sikkim,0,28.03,0,0,0,0,28.03,28.03,0,0,0,28.03,0,28.03,0,0,0,28.03,0,0,0,0,28.03,28.03,0,0,0,28.03,0,0,0
01 October 2020,Tamil Nadu,7.61,87.4,2817.63,2922.59,104.96,104.96,15.15,22.76,19.5,0,0,67.9,25.92,3009.99,19.22,45.14,7.61,87.4,2817.63,2922.59,104.96,104.96,15.15,22.76,19.5,0,0,67.9,25.92,19.22,45.14
01 October 2020,Telangana,2.87,42.65,2960.21,2960.21,0,0,18.21,21.3,0,0,0.22,42.65,21.2,3002.86,0.15,21.35,2.87,42.65,2960.21,2960.21,0,0,18.21,21.3,0,0,0.22,42.65,21.2,0.15,21.35
01 October 2020,Tripura,0,0.02,0,289.51,289.51,289.51,0,0,0,0,0,0.02,0.02,289.53,0,0.02,0,0.02,0,289.51,289.51,289.51,0,0,0,0,0,0.02,0.02,0,0.02
01 October 2020,Uttar Pradesh,11.19,26.76,8557.9,8638.63,80.73,80.73,4.7,15.89,3.76,0,0,23,7.11,8665.39,0,7.11,11.19,26.76,8557.9,8638.63,80.73,80.73,4.7,15.89,3.76,0,0,23,7.11,0,7.11
01 October 2020,Uttarakhand,0,28.11,0,0,0,0,26.88,26.88,0,0,0,28.11,1.23,28.11,0,1.23,0,28.11,0,0,0,0,26.88,26.88,0,0,0,28.11,1.23,0,1.23
01 October 2020,West Bengal,0,14.12,5326.68,5326.68,0,0,9.03,13.85,0,0,4.82,14.12,0.27,5340.8,0,0.27,0,14.12,5326.68,5326.68,0,0,9.03,13.85,0,0,4.82,14.12,0.27,0,0.27
01 November 2020,Andaman and Nicobar,0,0.11,0,14.62,0,14.62,0.04,0.04,0,14.62,0,0.11,0.07,14.73,0,0.07,0,0.11,0,14.62,0,14.62,0.04,0.04,0,14.62,0,0.11,0.07,0,0.07
01 November 2020,Andhra Pradesh,4.06,38.16,2614.47,2745.18,130.71,130.71,7.5,11.81,0,0,0.25,38.16,22.89,2783.34,3.46,26.35,4.06,38.16,2614.47,2745.18,130.71,130.71,7.5,11.81,0,0,0.25,38.16,22.89,3.46,26.35
01 November 2020,Arunachal Pradesh,0,5.57,0,0,0,0,5.56,5.56,0,0,0,5.57,0.01,5.57,0,0.01,0,5.57,0,0,0,0,5.56,5.56,0,0,0,5.57,0.01,0,0.01
01 November 2020,Assam,0,0.8,171.37,276.62,105.25,105.25,0.77,0.77,0,0,0,0.8,0.03,277.42,0,0.03,0,0.8,171.37,276.62,105.25,105.25,0.77,0.77,0,0,0,0.8,0.03,0,0.03
01 November 2020,Bihar,0.38,0.98,1837.51,1837.51,0,0,0,0.38,0,0,0,0.98,0.6,1838.49,0,0.6,0.38,0.98,1837.51,1837.51,0,0,0,0.38,0,0,0,0.98,0.6,0,0.6
01 November 2020,Chandigarh,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
01 November 2020,Chhattisgarh,22.04,23.97,9375.73,9375.73,0,0,0.35,22.39,0,0,0,23.97,1.58,9399.7,0,1.58,22.04,23.97,9375.73,9375.73,0,0,0.35,22.39,0,0,0,23.97,1.58,0,1.58
01 November 2020,Dadra and Nagar Haveli and Daman and Diu,0.27,0.41,0,0,0,0,0,0.27,0,0,0,0.41,0.14,0.41,0,0.14,0.27,0.41,0,0,0,0,0,0.27,0,0,0,0.41,0.14,0,0.14
01 November 2020,Delhi,0,1.47,0,247.78,247.78,247.78,0,0.64,0,0,0.64,1.47,0.83,249.25,0,0.83,0,1.47,0,247.78,247.78,247.78,0,0.64,0,0,0.64,1.47,0.83,0,0.83
01 November 2020,Goa,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
01 November 2020,Gujarat,1.05,39.04,5896.26,6582.68,686.42,686.42,4.51,5.56,3.69,0,0,35.35,17.97,6621.72,11.82,29.79,1.05,39.04,5896.26,6582.68,686.42,686.42,4.51,5.56,3.69,0,0,35.35,17.97,11.82,29.79
01 November 2020,Haryana,5.01,5.87,357.69,357.69,0,0,0.5,5.51,0,0,0,5.87,0.36,363.56,0,0.36,5.01,5.87,357.69,357.69,0,0,0.5,5.51,0,0,0,5.87,0.36,0,0.36
01 November 2020,Himachal Pradesh,0,38.48,0,0,0,0,38.3,38.3,0,0,0,38.48,0.18,38.48,0,0.18,0,38.48,0,0,0,0,38.3,38.3,0,0,0,38.48,0.18,0,0.18
01 November 2020,India Total,400.51,931.97,64546.06,66422.62,1861.94,1876.56,222.56,629.21,45.97,14.62,6.14,886,220.43,67354.59,36.36,256.79,400.51,931.97,64546.06,66422.62,1861.94,1876.56,222.56,629.21,45.97,14.62,6.14,886,220.43,36.36,256.79
01 November 2020,Jammu and Kashmir,0,15.76,0,0,0,0,15.7,15.7,0,0,0,15.76,0.06,15.76,0,0.06,0,15.76,0,0,0,0,15.7,15.7,0,0,0,15.76,0.06,0,0.06
01 November 2020,Jharkhand,0,0.12,1990.66,1990.66,0,0,0.04,0.04,0,0,0,0.12,0.08,1990.78,0,0.08,0,0.12,1990.66,1990.66,0,0,0.04,0.04,0,0,0,0.12,0.08,0,0.08
01 November 2020,Karnataka,109.17,203.91,988.74,988.74,0,0,27.93,137.1,7.14,0,0,196.77,52.29,1192.65,7.38,59.67,109.17,203.91,988.74,988.74,0,0,27.93,137.1,7.14,0,0,196.77,52.29,7.38,59.67
01 November 2020,Kerala,0.94,15.26,0,0,0,0,12.91,13.85,0,0,0,15.26,1.34,15.26,0.07,1.41,0.94,15.26,0,0,0,0,12.91,13.85,0,0,0,15.26,1.34,0.07,1.41
01 November 2020,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 November 2020,Madhya Pradesh,1.39,29.24,9168.76,9168.76,0,0,9.85,11.37,0,0,0.13,29.24,15.55,9198,2.32,17.87,1.39,29.24,9168.76,9168.76,0,0,9.85,11.37,0,0,0.13,29.24,15.55,2.32,17.87
01 November 2020,Maharashtra,135.95,166.64,7540.02,7779.71,239.69,239.69,8.47,144.42,7.51,0,0,159.13,10.27,7946.35,4.44,14.71,135.95,166.64,7540.02,7779.71,239.69,239.69,8.47,144.42,7.51,0,0,159.13,10.27,4.44,14.71
01 November 2020,Manipur,0,1.85,0,0,0,0,1.8,1.8,0,0,0,1.85,0.05,1.85,0,0.05,0,1.85,0,0,0,0,1.8,1.8,0,0,0,1.85,0.05,0,0.05
01 November 2020,Meghalaya,0,2.21,0,0,0,0,2.21,2.21,0,0,0,2.21,0,2.21,0,0,0,2.21,0,0,0,0,2.21,2.21,0,0,0,2.21,0,0,0
01 November 2020,Mizoram,0,0.68,0,0,0,0,0.68,0.68,0,0,0,0.68,0,0.68,0,0,0,0.68,0,0,0,0,0.68,0.68,0,0,0,0.68,0,0,0
01 November 2020,Nagaland,0,0.49,0,0,0,0,0.49,0.49,0,0,0,0.49,0,0.49,0,0,0,0.49,0,0,0,0,0.49,0.49,0,0,0,0.49,0,0,0
01 November 2020,Odisha,0,15.02,3523.2,3523.2,0,0,13.18,13.18,0,0,0,15.02,1.84,3538.22,0,1.84,0,15.02,3523.2,3523.2,0,0,13.18,13.18,0,0,0,15.02,1.84,0,1.84
01 November 2020,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 November 2020,Puducherry,0,0.02,0,9.61,9.61,9.61,0,0,0,0,0,0.02,0.02,9.63,0,0.02,0,0.02,0,9.61,9.61,9.61,0,0,0,0,0,0.02,0.02,0,0.02
01 November 2020,Punjab,15.01,27.64,259.24,259.24,0,0,8.87,23.88,0,0,0,27.64,3.76,286.88,0,3.76,15.01,27.64,259.24,259.24,0,0,8.87,23.88,0,0,0,27.64,3.76,0,3.76
01 November 2020,Rajasthan,8.32,56.86,3380.57,3397.9,17.33,17.33,1.45,9.77,7.59,0,0,49.27,36.61,3454.76,2.89,39.5,8.32,56.86,3380.57,3397.9,17.33,17.33,1.45,9.77,7.59,0,0,49.27,36.61,2.89,39.5
01 November 2020,Sikkim,0,13.11,0,0,0,0,13.11,13.11,0,0,0,13.11,0,13.11,0,0,0,13.11,0,0,0,0,13.11,13.11,0,0,0,13.11,0,0,0
01 November 2020,Tamil Nadu,3.84,59.39,3151.61,3247.65,96.04,96.04,14.17,18.01,16.29,0,0,43.1,21.35,3307.04,3.74,25.09,3.84,59.39,3151.61,3247.65,96.04,96.04,14.17,18.01,16.29,0,0,43.1,21.35,3.74,25.09
01 November 2020,Telangana,3.09,37.31,2930.61,2930.61,0,0,9.36,12.51,0,0,0.06,37.31,24.57,2967.92,0.23,24.8,3.09,37.31,2930.61,2930.61,0,0,9.36,12.51,0,0,0.06,37.31,24.57,0.23,24.8
01 November 2020,Tripura,0,0.06,0,282.05,282.05,282.05,0.04,0.04,0,0,0,0.06,0.02,282.11,0,0.02,0,0.06,0,282.05,282.05,282.05,0.04,0.04,0,0,0,0.06,0.02,0,0.02
01 November 2020,Uttar Pradesh,89.99,102.23,6818.01,6865.07,47.06,47.06,2.03,92.02,3.75,0,0,98.48,6.46,6967.3,0,6.46,89.99,102.23,6818.01,6865.07,47.06,47.06,2.03,92.02,3.75,0,0,98.48,6.46,0,6.46
01 November 2020,Uttarakhand,0,19.06,0,0,0,0,17.83,17.83,0,0,0,19.06,1.23,19.06,0,1.23,0,19.06,0,0,0,0,17.83,17.83,0,0,0,19.06,1.23,0,1.23
01 November 2020,West Bengal,0,10.22,4541.58,4541.58,0,0,4.9,9.96,0,0,5.06,10.22,0.26,4551.8,0,0.26,0,10.22,4541.58,4541.58,0,0,4.9,9.96,0,0,5.06,10.22,0.26,0,0.26
01 December 2020,Andaman and Nicobar,0,0.11,0,4.05,0,4.05,0.02,0.02,0,4.05,0,0.11,0.09,4.16,0,0.09,0,0.11,0,4.05,0,4.05,0.02,0.02,0,4.05,0,0.11,0.09,0,0.09
01 December 2020,Andhra Pradesh,5,41.69,3002.55,3127.42,124.87,124.87,5.48,10.72,0,0,0.24,41.69,26.67,3169.11,4.3,30.97,5,41.69,3002.55,3127.42,124.87,124.87,5.48,10.72,0,0,0.24,41.69,26.67,4.3,30.97
01 December 2020,Arunachal Pradesh,0,4.51,0,0,0,0,4.5,4.5,0,0,0,4.51,0.01,4.51,0,0.01,0,4.51,0,0,0,0,4.5,4.5,0,0,0,4.51,0.01,0,0.01
01 December 2020,Assam,0,0.72,182.7,302.8,120.1,120.1,0.69,0.69,0,0,0,0.72,0.03,303.52,0,0.03,0,0.72,182.7,302.8,120.1,120.1,0.69,0.69,0,0,0,0.72,0.03,0,0.03
01 December 2020,Bihar,0.49,1.04,2129.57,2129.57,0,0,0,0.49,0,0,0,1.04,0.55,2130.61,0,0.55,0.49,1.04,2129.57,2129.57,0,0,0,0.49,0,0,0,1.04,0.55,0,0.55
01 December 2020,Chandigarh,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
01 December 2020,Chhattisgarh,23.92,25.79,10016.82,10016.82,0,0,0.27,24.19,0,0,0,25.79,1.6,10042.61,0,1.6,23.92,25.79,10016.82,10016.82,0,0,0.27,24.19,0,0,0,25.79,1.6,0,1.6
01 December 2020,Dadra and Nagar Haveli and Daman and Diu,0.28,0.42,0,0,0,0,0,0.28,0,0,0,0.42,0.14,0.42,0,0.14,0.28,0.42,0,0,0,0,0,0.28,0,0,0,0.42,0.14,0,0.14
01 December 2020,Delhi,0,1.14,0,245.56,245.56,245.56,0,0.55,0,0,0.55,1.14,0.59,246.7,0,0.59,0,1.14,0,245.56,245.56,245.56,0,0.55,0,0,0.55,1.14,0.59,0,0.59
01 December 2020,Goa,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
01 December 2020,Gujarat,0.83,43.39,6599.34,7070.66,471.32,471.32,7.65,8.48,3.2,0,0,40.19,19.6,7114.05,12.11,31.71,0.83,43.39,6599.34,7070.66,471.32,471.32,7.65,8.48,3.2,0,0,40.19,19.6,12.11,31.71
01 December 2020,Haryana,8.93,9.99,1044.26,1044.26,0,0,0.61,9.54,0,0,0,9.99,0.45,1054.25,0,0.45,8.93,9.99,1044.26,1044.26,0,0,0.61,9.54,0,0,0,9.99,0.45,0,0.45
01 December 2020,Himachal Pradesh,0,35.7,0,0,0,0,35.55,35.55,0,0,0,35.7,0.15,35.7,0,0.15,0,35.7,0,0,0,0,35.55,35.55,0,0,0,35.7,0.15,0,0.15
01 December 2020,India Total,531.44,1067,72086.52,73803.54,1711.34,1717.02,212.57,750.36,46.74,5.68,6.35,1020.26,227.93,74870.54,41.97,269.9,531.44,1067,72086.52,73803.54,1711.34,1717.02,212.57,750.36,46.74,5.68,6.35,1020.26,227.93,41.97,269.9
01 December 2020,Jammu and Kashmir,0,16.28,0,0,0,0,16.22,16.22,0,0,0,16.28,0.06,16.28,0,0.06,0,16.28,0,0,0,0,16.22,16.22,0,0,0,16.28,0.06,0,0.06
01 December 2020,Jharkhand,0,0.17,1882.86,1882.86,0,0,0.1,0.1,0,0,0,0.17,0.07,1883.03,0,0.07,0,0.17,1882.86,1882.86,0,0,0.1,0.1,0,0,0,0.17,0.07,0,0.07
01 December 2020,Karnataka,120.29,211.41,1670.74,1670.74,0,0,26.45,146.74,4.94,0,0,206.47,50.91,1882.15,8.82,59.73,120.29,211.41,1670.74,1670.74,0,0,26.45,146.74,4.94,0,0,206.47,50.91,8.82,59.73
01 December 2020,Kerala,0.92,14.1,0,1.95,0.32,1.95,11.89,12.81,0,1.63,0,14.1,1.2,16.05,0.09,1.29,0.92,14.1,0,1.95,0.32,1.95,11.89,12.81,0,1.63,0,14.1,1.2,0.09,1.29
01 December 2020,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 December 2020,Madhya Pradesh,4.54,37.87,8937.59,8937.59,0,0,15.36,20.04,0,0,0.14,37.87,15.47,8975.46,2.36,17.83,4.54,37.87,8937.59,8937.59,0,0,15.36,20.04,0,0,0.14,37.87,15.47,2.36,17.83
01 December 2020,Maharashtra,175.46,210.35,8100.53,8344.78,244.25,244.25,10.83,186.29,9.36,0,0,200.99,10.77,8555.13,3.93,14.7,175.46,210.35,8100.53,8344.78,244.25,244.25,10.83,186.29,9.36,0,0,200.99,10.77,3.93,14.7
01 December 2020,Manipur,0,1.83,0,0,0,0,1.78,1.78,0,0,0,1.83,0.05,1.83,0,0.05,0,1.83,0,0,0,0,1.78,1.78,0,0,0,1.83,0.05,0,0.05
01 December 2020,Meghalaya,0,1.77,0,0,0,0,1.77,1.77,0,0,0,1.77,0,1.77,0,0,0,1.77,0,0,0,0,1.77,1.77,0,0,0,1.77,0,0,0
01 December 2020,Mizoram,0,0.38,0,0,0,0,0.37,0.37,0,0,0,0.38,0.01,0.38,0,0.01,0,0.38,0,0,0,0,0.37,0.37,0,0,0,0.38,0.01,0,0.01
01 December 2020,Nagaland,0,0.28,0,0,0,0,0.28,0.28,0,0,0,0.28,0,0.28,0,0,0,0.28,0,0,0,0,0.28,0.28,0,0,0,0.28,0,0,0
01 December 2020,Odisha,0,9.13,4115.26,4115.26,0,0,7.01,7.01,0,0,0,9.13,2.12,4124.39,0,2.12,0,9.13,4115.26,4115.26,0,0,7.01,7.01,0,0,0,9.13,2.12,0,2.12
01 December 2020,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 December 2020,Puducherry,0,0.02,0,10.29,10.29,10.29,0,0,0,0,0,0.02,0.02,10.31,0,0.02,0,0.02,0,10.29,10.29,10.29,0,0,0,0,0,0.02,0.02,0,0.02
01 December 2020,Punjab,23.3,37.28,1099.77,1099.77,0,0,10.07,33.37,0,0,0,37.28,3.91,1137.05,0,3.91,23.3,37.28,1099.77,1099.77,0,0,10.07,33.37,0,0,0,37.28,3.91,0,3.91
01 December 2020,Rajasthan,8.08,60.92,3646.98,3664.77,17.79,17.79,1.76,9.84,7.87,0,0,53.05,38.3,3725.69,4.91,43.21,8.08,60.92,3646.98,3664.77,17.79,17.79,1.76,9.84,7.87,0,0,53.05,38.3,4.91,43.21
01 December 2020,Sikkim,0,9.26,0,0,0,0,9.26,9.26,0,0,0,9.26,0,9.26,0,0,0,9.26,0,0,0,0,9.26,9.26,0,0,0,9.26,0,0,0
01 December 2020,Tamil Nadu,12.29,67.81,2936.19,3003.05,66.86,66.86,12.99,25.28,17.89,0,0,49.92,19.38,3070.86,5.26,24.64,12.29,67.81,2936.19,3003.05,66.86,66.86,12.99,25.28,17.89,0,0,49.92,19.38,5.26,24.64
01 December 2020,Telangana,8.6,39.13,3554.98,3554.98,0,0,2.05,10.81,0,0,0.16,39.13,28.13,3594.11,0.19,28.32,8.6,39.13,3554.98,3554.98,0,0,2.05,10.81,0,0,0.16,39.13,28.13,0.19,28.32
01 December 2020,Tripura,0,0.07,0,284.39,284.39,284.39,0.04,0.04,0,0,0,0.07,0.03,284.46,0,0.03,0,0.07,0,284.39,284.39,284.39,0.04,0.04,0,0,0,0.07,0.03,0,0.03
01 December 2020,Uttar Pradesh,138.48,150.93,7940.17,8000.92,60.75,60.75,2.82,141.3,3.48,0,0,147.45,6.15,8151.85,0,6.15,138.48,150.93,7940.17,8000.92,60.75,60.75,2.82,141.3,3.48,0,0,147.45,6.15,0,6.15
01 December 2020,Uttarakhand,0,22.27,0,64.85,64.85,64.85,21.04,21.04,0,0,0,22.27,1.23,87.12,0,1.23,0,22.27,0,64.85,64.85,64.85,21.04,21.04,0,0,0,22.27,1.23,0,1.23
01 December 2020,West Bengal,0,11.21,5226.2,5226.2,0,0,5.71,10.97,0,0,5.26,11.21,0.24,5237.41,0,0.24,0,11.21,5226.2,5226.2,0,0,5.71,10.97,0,0,5.26,11.21,0.24,0,0.24
01 January 2021,Andaman and Nicobar,0,0.12,0,4.14,0,4.14,0.02,0.02,0,4.14,0,0.12,0.1,4.26,0,0.1,0,0.12,0,4.14,0,4.14,0.02,0.02,0,4.14,0,0.12,0.1,0,0.1
01 January 2021,Andhra Pradesh,5.08,45.33,4107.83,4222.28,114.45,114.45,5.41,10.87,0,0,0.38,45.33,30.56,4267.61,3.9,34.46,5.08,45.33,4107.83,4222.28,114.45,114.45,5.41,10.87,0,0,0.38,45.33,30.56,3.9,34.46
01 January 2021,Arunachal Pradesh,0,4.03,0,0,0,0,4.02,4.02,0,0,0,4.03,0.01,4.03,0,0.01,0,4.03,0,0,0,0,4.02,4.02,0,0,0,4.03,0.01,0,0.01
01 January 2021,Assam,0,0.85,181.91,321.94,140.03,140.03,0.82,0.82,0,0,0,0.85,0.03,322.79,0,0.03,0,0.85,181.91,321.94,140.03,140.03,0.82,0.82,0,0,0,0.85,0.03,0,0.03
01 January 2021,Bihar,0.49,1.04,2533.62,2533.62,0,0,0,0.49,0,0,0,1.04,0.55,2534.66,0,0.55,0.49,1.04,2533.62,2533.62,0,0,0,0.49,0,0,0,1.04,0.55,0,0.55
01 January 2021,Chandigarh,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
01 January 2021,Chhattisgarh,28.71,31.11,9851.87,9851.87,0,0,0.81,29.52,0,0,0,31.11,1.59,9882.98,0,1.59,28.71,31.11,9851.87,9851.87,0,0,0.81,29.52,0,0,0,31.11,1.59,0,1.59
01 January 2021,Dadra and Nagar Haveli and Daman and Diu,0.25,0.54,0,0,0,0,0,0.25,0,0,0,0.54,0.29,0.54,0,0.29,0.25,0.54,0,0,0,0,0,0.25,0,0,0,0.54,0.29,0,0.29
01 January 2021,Delhi,0,1.11,0,175.34,175.34,175.34,0,0.52,0,0,0.52,1.11,0.59,176.45,0,0.59,0,1.11,0,175.34,175.34,175.34,0,0.52,0,0,0.52,1.11,0.59,0,0.59
01 January 2021,Goa,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
01 January 2021,Gujarat,0.87,47.77,6184.52,6434.68,250.16,250.16,7.54,8.41,4.08,0,0,43.69,21.9,6482.45,13.38,35.28,0.87,47.77,6184.52,6434.68,250.16,250.16,7.54,8.41,4.08,0,0,43.69,21.9,13.38,35.28
01 January 2021,Haryana,8.86,10.48,1611.97,1611.97,0,0,0.29,9.15,0,0,0,10.48,1.33,1622.45,0,1.33,8.86,10.48,1611.97,1611.97,0,0,0.29,9.15,0,0,0,10.48,1.33,0,1.33
01 January 2021,Himachal Pradesh,0,31.32,0,0,0,0,31.19,31.19,0,0,0,31.32,0.13,31.32,0,0.13,0,31.32,0,0,0,0,31.19,31.19,0,0,0,31.32,0.13,0,0.13
01 January 2021,India Total,539.13,1061.58,77215.17,78700.66,1477.94,1485.49,204.9,750.28,38.57,7.55,6.25,1023.01,233.54,79762.24,39.19,272.73,539.13,1061.58,77215.17,78700.66,1477.94,1485.49,204.9,750.28,38.57,7.55,6.25,1023.01,233.54,39.19,272.73
01 January 2021,Jammu and Kashmir,0,16.49,0,0,0,0,16.43,16.43,0,0,0,16.49,0.06,16.49,0,0.06,0,16.49,0,0,0,0,16.43,16.43,0,0,0,16.49,0.06,0,0.06
01 January 2021,Jharkhand,0,0.22,1785.98,1785.98,0,0,0.15,0.15,0,0,0,0.22,0.07,1786.2,0,0.07,0,0.22,1785.98,1785.98,0,0,0.15,0.15,0,0,0,0.22,0.07,0,0.07
01 January 2021,Karnataka,117.72,203.78,2525.71,2525.71,0,0,23.88,141.6,6.67,0,0,197.11,48.9,2729.49,6.61,55.51,117.72,203.78,2525.71,2525.71,0,0,23.88,141.6,6.67,0,0,197.11,48.9,6.61,55.51
01 January 2021,Kerala,0.97,16.84,0,3.4,0,3.4,14.3,15.27,0,3.4,0,16.84,1.48,20.24,0.09,1.57,0.97,16.84,0,3.4,0,3.4,14.3,15.27,0,3.4,0,16.84,1.48,0.09,1.57
01 January 2021,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 January 2021,Madhya Pradesh,4.6,39.64,9401.13,9401.13,0,0,15.88,20.59,0,0,0.11,39.64,16.16,9440.77,2.89,19.05,4.6,39.64,9401.13,9401.13,0,0,15.88,20.59,0,0,0.11,39.64,16.16,2.89,19.05
01 January 2021,Maharashtra,174.41,205.82,8686.41,8915.69,229.28,229.28,13.42,187.83,4.9,0,0,200.92,10.78,9121.51,2.31,13.09,174.41,205.82,8686.41,8915.69,229.28,229.28,13.42,187.83,4.9,0,0,200.92,10.78,2.31,13.09
01 January 2021,Manipur,0,1.58,0,0,0,0,1.53,1.53,0,0,0,1.58,0.05,1.58,0,0.05,0,1.58,0,0,0,0,1.53,1.53,0,0,0,1.58,0.05,0,0.05
01 January 2021,Meghalaya,0,1.45,0,0,0,0,1.45,1.45,0,0,0,1.45,0,1.45,0,0,0,1.45,0,0,0,0,1.45,1.45,0,0,0,1.45,0,0,0
01 January 2021,Mizoram,0,0.42,0,0,0,0,0.35,0.35,0,0,0,0.42,0.07,0.42,0,0.07,0,0.42,0,0,0,0,0.35,0.35,0,0,0,0.42,0.07,0,0.07
01 January 2021,Nagaland,0,0.24,0,0,0,0,0.24,0.24,0,0,0,0.24,0,0.24,0,0,0,0.24,0,0,0,0,0.24,0.24,0,0,0,0.24,0,0,0
01 January 2021,Odisha,0.52,12.43,3823.36,3823.36,0,0,9.57,10.09,0,0,0,12.43,2.34,3835.79,0,2.34,0.52,12.43,3823.36,3823.36,0,0,9.57,10.09,0,0,0,12.43,2.34,0,2.34
01 January 2021,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 January 2021,Puducherry,0,0.05,0,8.61,8.61,8.61,0,0,0,0,0,0.05,0.05,8.66,0,0.05,0,0.05,0,8.61,8.61,8.61,0,0,0,0,0,0.05,0.05,0,0.05
01 January 2021,Punjab,22.01,33.54,1478.42,1478.42,0,0,7.97,29.98,0,0,0,33.54,3.56,1511.96,0,3.56,22.01,33.54,1478.42,1478.42,0,0,7.97,29.98,0,0,0,33.54,3.56,0,3.56
01 January 2021,Rajasthan,8.72,59.6,3676.72,3693.44,16.72,16.72,1.47,10.19,6.8,0,0,52.8,38.45,3753.04,4.16,42.61,8.72,59.6,3676.72,3693.44,16.72,16.72,1.47,10.19,6.8,0,0,52.8,38.45,4.16,42.61
01 January 2021,Sikkim,0,7.42,0,0,0,0,7.42,7.42,0,0,0,7.42,0,7.42,0,0,0,7.42,0,0,0,0,7.42,7.42,0,0,0,7.42,0,0,0
